,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,Director,topBilled,TopBilled2nd,TopBilled3rd,primaryRegion,topBilledGender,secondTopBilledGender,thirdTopBilledGender,directorGender,Action,Adventure,Comedy,Drama,SciFi,Horror,Romance,Thriller,Mystery,Crime,Animation,Fantasy,Documentary,Musical,Sport,Adult,Western,Family,topBilled_Male,topBilled_Female,topBilled_Unknown,secondBilled_Male,secondBilled_Female,secondBilled_Unknown,thirdBilled_Male,thirdBilled_Female,thirdBilled_Unknown,director_Male,director_Female,director_Unknown,US_Region,bechdelScore
80,tt0019258,The Patsy,1928,78,"Comedy,Drama,Romance",8.1,2042,King Vidor,Marion Davies,Orville Caldwell,Marie Dressler,FR,Female,Male,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
81,tt0019290,The Power of the Press,1928,62,Drama,6.6,148,Frank Capra,Douglas Fairbanks Jr.,Jobyna Ralston,Mildred Harris,IT,Male,Unknown,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
82,tt0019304,The Racket,1928,84,"Crime,Drama,Film-Noir",7.0,805,Lewis Milestone,Thomas Meighan,Louis Wolheim,Marie Prevost,SUHH,Male,Male,Female,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
83,tt0019412,Speedy,1928,85,"Action,Comedy,Family",7.7,2514,Ted Wilde,Harold Lloyd,Ann Christy,Bert Woodruff,DK,Male,Female,Male,Male,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
84,tt0019421,"Steamboat Bill, Jr.",1928,70,"Action,Comedy,Drama",8.0,10663,,Buster Keaton,Tom McGuire,Ernest Torrence,AR,Male,Male,Male,Unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
85,tt0019571,While the City Sleeps,1928,66,"Crime,Drama",6.7,125,Jack Conway,Lon Chaney,Anita Page,Carroll Nye,US,Female,Female,Male,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2
86,tt0019702,Blackmail,1929,85,"Crime,Thriller",7.0,7899,Alfred Hitchcock,Anny Ondra,John Longden,Sara Allgood,XYU,Female,Male,Female,Male,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2
87,tt0019760,Man with a Movie Camera,1929,68,"Documentary,Music",8.4,17918,Dziga Vertov,Mikhail Kaufman,Dziga Vertov,Pierre Henry,XWW,Male,Unknown,Male,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
88,tt0019777,The Cocoanuts,1929,96,"Comedy,Musical",7.2,6037,,Groucho Marx,Harpo Marx,Chico Marx,FI,Unknown,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
89,tt0020286,A Throw of Dice,1929,74,"Adventure,Drama,Romance",6.7,517,Franz Osten,Seeta Devi,Himansu Rai,Charu Roy,PL,Female,Unknown,Female,Male,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
90,tt0020572,Welcome Danger,1929,113,Comedy,6.2,572,,Harold Lloyd,Barbara Kent,Noah Young,TR,Male,Female,Male,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
91,tt0020629,All Quiet on the Western Front,1930,136,"Drama,War",8.1,50608,Lewis Milestone,Lew Ayres,Louis Wolheim,John Wray,AR,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
92,tt0020641,Anna Christie,1930,89,"Drama,Romance",6.9,2294,Clarence Brown,Greta Garbo,Charles Bickford,George F. Marion,DK,Female,Male,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
93,tt0020642,Anna Christie,1930,85,Drama,7.2,652,Jacques Feyder,Greta Garbo,Theo Shall,Hans Junkermann,BG,Female,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
94,tt0020668,The Bat Whispers,1930,83,"Comedy,Crime,Drama",6.5,673,Roland West,Chance Ward,Richard Tucker,Wilson Benge,ES,Male,Male,Male,Male,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
95,tt0020670,Be Yourself!,1930,65,"Comedy,Musical",6.0,149,Thornton Freeland,Fanny Brice,Robert Armstrong,Harry Green,BR,Female,Male,Male,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2
96,tt0020697,The Blue Angel,1930,106,"Drama,Music",7.8,11485,Josef von Sternberg,Emil Jannings,Marlene Dietrich,Kurt Gerron,FR,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
97,tt0021015,The Shame of Mary Boyle,1930,85,"Comedy,Drama",4.8,1724,Alfred Hitchcock,Sara Allgood,Edward Chapman,Barry Fitzgerald,VE,Female,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
98,tt0021040,Ladies of Leisure,1930,99,"Drama,Romance",6.8,788,Frank Capra,Barbara Stanwyck,Ralph Graves,Lowell Sherman,ES,Female,Male,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
99,tt0021079,Little Caesar,1931,79,"Action,Crime,Drama",7.3,9834,Mervyn LeRoy,Edward G. Robinson,Douglas Fairbanks Jr.,Glenda Farrell,XWG,Male,Male,Female,Male,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
100,tt0021148,Min and Bill,1930,69,"Comedy,Drama",7.3,1305,George W. Hill,Marie Dressler,Wallace Beery,Dorothy Jordan,\N,Female,Male,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
101,tt0021156,Morocco,1930,92,"Drama,Romance",7.3,4234,Josef von Sternberg,Gary Cooper,Marlene Dietrich,Adolphe Menjou,BG,Male,Female,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
102,tt0021165,Murder!,1930,104,"Crime,Mystery,Thriller",6.4,4659,Alfred Hitchcock,Herbert Marshall,Norah Baring,Phyllis Konstam,GR,Male,Female,Female,Male,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
103,tt0021577,L'Age d'Or,1930,60,"Comedy,Drama",7.5,10545,Luis Buñuel,Gaston Modot,Lya Lys,Caridad de Laberdesque,HR,Male,Female,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
104,tt0021735,The Cheat,1931,74,Drama,6.5,376,,Tallulah Bankhead,Harvey Stephens,Irving Pichel,SE,Unknown,Male,Male,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3
105,tt0021739,La Chienne,1931,91,Drama,7.7,2759,Jean Renoir,Michel Simon,Janie Marèse,Georges Flamant,TR,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
106,tt0021749,City Lights,1931,87,"Comedy,Drama,Romance",8.6,127785,Charles Chaplin,Charles Chaplin,Virginia Cherrill,Florence Lee,FR,Male,Female,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
107,tt0021814,Dracula,1931,75,"Fantasy,Horror",7.6,37726,Tod Browning,Bela Lugosi,Helen Chandler,David Manners,RS,Female,Female,Male,Male,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2
108,tt0021884,Frankenstein,1931,70,"Drama,Horror,Sci-Fi",7.9,54289,James Whale,Colin Clive,Mae Clarke,Boris Karloff,UY,Male,Female,Male,Male,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
109,tt0022000,Indiscreet,1931,92,"Comedy,Drama,Musical",7.8,1186,Leo McCarey,Gloria Swanson,Ben Lyon,Monroe Owsley,BR,Female,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
110,tt0022054,The Last Flight,1931,76,Drama,7.8,1163,William Dieterle,Richard Barthelmess,David Manners,Johnny Mack Brown,\N,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
111,tt0022074,The Smiling Lieutenant,1931,93,"Comedy,Musical,Romance",7.8,2812,Ernst Lubitsch,Maurice Chevalier,Claudette Colbert,Miriam Hopkins,AR,Male,Female,Female,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
112,tt0022100,M,1931,117,"Crime,Drama,Mystery",8.4,113222,Fritz Lang,Peter Lorre,Ellen Widmann,Inge Landgut,PT,Male,Female,Female,Male,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
113,tt0022158,Monkey Business,1931,77,"Comedy,Musical",7.6,9824,Norman Z. McLeod,Groucho Marx,Harpo Marx,The Marx Brothers,FI,Unknown,Unknown,Female,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
114,tt0022183,Mädchen in Uniform,1931,88,"Drama,Romance",7.8,1908,,Dorothea Wieck,Hertha Thiele,Emilia Unda,GR,Female,Female,Female,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3
115,tt0022208,Night Nurse,1931,72,"Comedy,Crime,Drama",7.1,2560,William A. Wellman,Barbara Stanwyck,Ben Lyon,Joan Blondell,FR,Female,Male,Female,Male,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
116,tt0022251,Pardon Us,1931,56,"Comedy,Crime,Drama",7.0,1611,James Parrott,Stan Laurel,Oliver Hardy,June Marlowe,BR,Male,Male,Female,Male,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
117,tt0022286,The Public Enemy,1931,83,"Crime,Drama",7.7,14845,William A. Wellman,James Cagney,Jean Harlow,Edward Woods,ES,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
118,tt0022395,The Skin Game,1931,85,Drama,5.8,2362,Alfred Hitchcock,Edmund Gwenn,Jill Esmond,C.V. France,SE,Male,Female,Unknown,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3
119,tt0022458,Tabu: A Story of the South Seas,1931,86,"Adventure,Drama,Romance",7.6,3946,F.W. Murnau,Anne Chevalier,Matahi,Hitu,DE,Female,Unknown,Unknown,Unknown,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
120,tt0022599,À Nous la Liberté,1931,104,"Comedy,Musical",7.6,3402,René Clair,Raymond Cordy,Henri Marchand,Rolla France,AT,Male,Male,Unknown,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
121,tt0022614,The Age of Consent,1932,63,"Drama,Romance",6.0,223,Gregory La Cava,Dorothy Wilson,Arline Judge,Richard Cromwell,\N,Female,Female,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2
122,tt0022694,The Blue Light,1932,85,"Drama,Fantasy,Mystery",6.9,934,,Leni Riefenstahl,Mathias Wieman,Beni Führer,BR,Female,Male,Female,Unknown,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
123,tt0022718,Boudu Saved from Drowning,1932,85,Comedy,7.5,4349,Jean Renoir,Michel Simon,Marcelle Hainia,Sévérine Lerczinska,\N,Male,Female,Unknown,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
124,tt0022913,Freaks,1932,64,"Drama,Horror",7.9,35651,Tod Browning,Wallace Ford,Leila Hyams,Olga Baclanova,MX,Male,Female,Female,Male,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
125,tt0022940,The Girl from Calgary,1932,64,"Comedy,Musical",5.6,46,Phil Whitman,Fifi D'Orsay,Paul Kelly,Robert Warwick,US,Unknown,Male,Male,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2
126,tt0022958,Grand Hotel,1932,112,"Drama,Romance",7.6,14448,Edmund Goulding,Greta Garbo,John Barrymore,Joan Crawford,AT,Female,Male,Female,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
127,tt0023027,Horse Feathers,1932,68,"Comedy,Musical,Romance",7.7,10203,Norman Z. McLeod,Groucho Marx,Chico Marx,Harpo Marx,FR,Unknown,Unknown,Unknown,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
128,tt0023042,I Am a Fugitive from a Chain Gang,1932,92,"Crime,Drama,Film-Noir",8.1,9824,Mervyn LeRoy,Paul Muni,Glenda Farrell,Helen Vinson,\N,Male,Female,Female,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
129,tt0023158,Love Me Tonight,1932,104,"Comedy,Musical,Romance",7.7,3028,Rouben Mamoulian,Maurice Chevalier,Jeanette MacDonald,Charles Ruggles,HU,Male,Female,Male,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
130,tt0023196,Mata Hari,1931,89,"Crime,Drama,Romance",6.7,2731,George Fitzmaurice,Greta Garbo,Ramon Novarro,Lionel Barrymore,SE,Female,Male,Male,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
131,tt0023213,Merrily We Go to Hell,1932,78,"Comedy,Drama,Romance",6.8,580,Dorothy Arzner,Sylvia Sidney,Fredric March,Adrianne Allen,AT,Female,Male,Female,Female,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
132,tt0023238,The Most Dangerous Game,1932,63,"Adventure,Horror,Mystery",7.2,8088,,Joel McCrea,Fay Wray,Leslie Banks,ES,Male,Female,Female,Unknown,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
133,tt0023285,Number 17,1932,66,"Crime,Mystery,Thriller",5.8,3817,Alfred Hitchcock,Leon M. Lion,Anne Grey,John Stuart,PL,Male,Female,Male,Male,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
134,tt0023293,The Old Dark House,1932,72,"Comedy,Horror",7.3,6383,James Whale,Boris Karloff,Melvyn Douglas,Charles Laughton,ES,Male,Male,Male,Male,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
135,tt0023385,Red-Headed Woman,1932,79,"Comedy,Romance",7.1,2176,Jack Conway,Jean Harlow,Chester Morris,Lewis Stone,SE,Male,Male,Male,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
136,tt0023395,East of Shanghai,1931,92,"Comedy,Romance,Thriller",5.9,3362,Alfred Hitchcock,Henry Kendall,Joan Barry,Percy Marmont,\N,Male,Female,Male,Male,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
137,tt0023427,Scarface,1932,93,"Action,Crime,Drama",7.8,21508,,Paul Muni,Ann Dvorak,Karen Morley,TR,Male,Female,Female,Unknown,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
138,tt0023458,Shanghai Express,1932,82,"Adventure,Drama,Romance",7.4,5581,Josef von Sternberg,Marlene Dietrich,Clive Brook,Anna May Wong,US,Female,Male,Female,Male,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3
139,tt0023582,Thirteen Women,1932,73,"Drama,Horror,Mystery",6.3,894,George Archainbaud,Irene Dunne,Ricardo Cortez,Jill Esmond,GR,Female,Male,Female,Male,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
140,tt0023590,Three on a Match,1932,63,"Crime,Drama,Romance",7.3,2526,Mervyn LeRoy,Joan Blondell,Warren William,Ann Dvorak,FR,Female,Male,Female,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
141,tt0023634,"I Was Born, But...",1932,100,"Comedy,Drama",8.1,3803,Yasujirô Ozu,Tatsuo Saitô,Tomio Aoki,Mitsuko Yoshikawa,FR,Male,Male,Female,Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
142,tt0023649,Vampyr,1932,83,"Fantasy,Horror",7.6,12542,Carl Theodor Dreyer,Julian West,Maurice Schutz,Rena Mandel,GR,Male,Male,Female,Male,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
143,tt0023694,White Zombie,1932,69,Horror,6.4,7554,Victor Halperin,Bela Lugosi,Madge Bellamy,Joseph Cawthorn,BR,Female,Female,Male,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
144,tt0023753,Alice in Wonderland,1933,76,"Adventure,Family,Fantasy",6.5,1593,Norman Z. McLeod,Richard Arlen,Roscoe Ates,William Austin,FI,Male,Male,Male,Male,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,3
145,tt0023775,Baby Face,1933,71,"Drama,Romance",7.6,4801,Alfred E. Green,Barbara Stanwyck,George Brent,Donald Cook,HU,Female,Male,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
146,tt0023932,Day of Reckoning,1933,69,Drama,6.5,128,Charles Brabin,Richard Dix,Madge Evans,Conway Tearle,BR,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
147,tt0023935,The Death Kiss,1932,75,"Comedy,Crime,Drama",6.1,741,Edwin L. Marin,Bela Lugosi,David Manners,Adrienne Ames,US,Female,Male,Female,Male,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
148,tt0023969,Duck Soup,1933,68,"Comedy,Musical,War",8.0,49988,Leo McCarey,Groucho Marx,Harpo Marx,Chico Marx,DK,Unknown,Unknown,Unknown,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
149,tt0024008,Female,1933,60,"Comedy,Drama,Romance",6.8,1303,,Ruth Chatterton,George Brent,Lois Wilson,BR,Female,Male,Female,Unknown,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3
150,tt0024028,Footlight Parade,1933,104,"Comedy,Musical,Romance",7.8,3764,Lloyd Bacon,James Cagney,Joan Blondell,Ruby Keeler,ES,Male,Female,Female,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
151,tt0024034,42nd Street,1933,89,"Comedy,Musical,Romance",7.6,8824,Lloyd Bacon,Warner Baxter,Bebe Daniels,George Brent,JP,Male,Female,Male,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
152,tt0024069,Gold Diggers of 1933,1933,97,"Comedy,Drama,Musical",8.1,5995,Mervyn LeRoy,Warren William,Joan Blondell,Aline MacMahon,TR,Male,Female,Female,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
153,tt0024184,The Invisible Man,1933,71,"Horror,Sci-Fi",7.7,23862,James Whale,Claude Rains,Gloria Stuart,William Harrigan,GR,Male,Female,Male,Male,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
154,tt0024188,Island of Lost Souls,1932,70,"Horror,Sci-Fi",7.5,6483,Erle C. Kenton,Charles Laughton,Bela Lugosi,Richard Arlen,PL,Male,Female,Male,Unknown,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
155,tt0024216,King Kong,1933,100,"Adventure,Horror,Sci-Fi",7.9,69928,,Fay Wray,Robert Armstrong,Bruce Cabot,BR,Female,Male,Male,Unknown,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
156,tt0024264,Little Women,1933,115,"Drama,Family,Romance",7.4,5157,George Cukor,Katharine Hepburn,Joan Bennett,Paul Lukas,GR,Female,Female,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,3
157,tt0024473,The Private Life of Henry VIII.,1933,97,"Biography,Comedy,Drama",7.2,2937,Alexander Korda,Charles Laughton,Robert Donat,Franklin Dyall,GR,Male,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
158,tt0024481,Queen Christina,1933,99,"Biography,Drama,History",7.8,6108,Rouben Mamoulian,Greta Garbo,John Gilbert,Ian Keith,DK,Female,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
159,tt0024625,A Study in Scarlet,1933,72,"Mystery,Thriller",5.7,651,Edwin L. Marin,Reginald Owen,Anna May Wong,June Clyde,\N,Male,Female,Female,Male,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
160,tt0024679,Tomorrow at Seven,1933,62,"Comedy,Crime,Drama",5.7,186,Ray Enright,Chester Morris,Vivienne Osborne,Frank McHugh,US,Male,Female,Male,Male,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,3
161,tt0024727,The Vampire Bat,1933,65,"Drama,Horror,Mystery",5.7,1638,Frank R. Strayer,Lionel Atwill,Fay Wray,Melvyn Douglas,SUHH,Male,Female,Male,Male,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
162,tt0024831,Anne of Green Gables,1934,78,"Comedy,Drama,Family",7.1,847,George Nichols Jr.,Anne Shirley,Tom Brown,O.P. Heggie,\N,Female,Male,Unknown,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,3
163,tt0024844,L'Atalante,1934,89,"Comedy,Drama,Romance",7.9,11754,Jean Vigo,Dita Parlo,Jean Dasté,Michel Simon,PL,Female,Male,Male,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
164,tt0024961,The Cat's-Paw,1934,102,Comedy,6.9,917,,Harold Lloyd,Una Merkel,George Barbier,HU,Male,Female,Male,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
165,tt0024991,Cleopatra,1934,100,"Biography,Drama,History",6.9,2856,Cecil B. DeMille,Claudette Colbert,Warren William,Henry Wilcoxon,PT,Female,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
166,tt0025004,The Count of Monte Cristo,1934,113,"Action,Adventure,Drama",7.6,1963,Rowland V. Lee,Robert Donat,Elissa Landi,Louis Calhern,BE,Male,Female,Male,Male,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
167,tt0025091,Evelyn Prentice,1934,79,"Drama,Mystery,Romance",6.9,1108,William K. Howard,William Powell,Myrna Loy,Una Merkel,SE,Male,Female,Female,Male,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
168,tt0025316,It Happened One Night,1934,105,"Comedy,Romance",8.1,74500,Frank Capra,Clark Gable,Claudette Colbert,Walter Connolly,IL,Male,Female,Male,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
169,tt0025423,The Lost Patrol,1934,73,"Adventure,War",7.0,2471,John Ford,Victor McLaglen,Boris Karloff,Wallace Ford,SE,Male,Male,Male,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
